Date,Closing Price,Opening Price,Highest Price,Lowest Price
26/11/2021,78.6,80.4,80.8,78
25/11/2021,80.6,77.4,80.8,76.5
24/11/2021,77.4,79,79,76.6
23/11/2021,75.2,72.1,75.2,71.4
22/11/2021,72.5,73.6,75.2,71.8
19/11/2021,74,77,77,71.2
17/11/2021,72.6,72,75.3,71.5
16/11/2021,71.3,72,72.9,70.8
15/11/2021,72.7,73.1,75,72
12/11/2021,72,71.4,72.6,71
11/11/2021,71.4,73.1,73.8,70.9
10/11/2021,73.1,72.8,74,72.1
09/11/2021,72.5,72,73,70.8
08/11/2021,72.7,71.7,73.9,71.1
05/11/2021,71.7,72.2,72.6,71.3
04/11/2021,71.9,68.5,73,68.5
03/11/2021,68.4,70,70,68
02/11/2021,69.5,68.2,70.2,68.1
01/11/2021,68,64.7,68.4,64.6
29/10/2021,64.1,64.5,64.8,63
28/10/2021,63.9,63.8,65.9,63.6
27/10/2021,63.3,61.6,63.3,61.1
26/10/2021,61.3,59.6,61.7,59.1
25/10/2021,60,61.3,61.8,59.7
22/10/2021,61.9,64,64,61.5
20/10/2021,63.9,65.5,65.5,63.2
19/10/2021,64.9,64.3,66.6,63.9
18/10/2021,64.2,62.4,64.9,61.8
15/10/2021,62.3,62,63,61.8
14/10/2021,61.9,61.3,62.5,61.2
13/10/2021,61.2,61.7,62,60.9
12/10/2021,61.7,62,62.2,61.1
11/10/2021,62.1,62.4,62.6,61.5
08/10/2021,61.5,60.9,61.8,60.3
07/10/2021,60.5,59.5,60.9,58.8
06/10/2021,59.5,59.9,60,58.7
05/10/2021,59.5,57,59.5,56.7
04/10/2021,55.7,57.1,57.5,55.1
01/10/2021,57.7,59.3,59.8,57.5
30/09/2021,59.5,60,60.4,59.2
29/09/2021,59.6,60,60.2,59
28/09/2021,60.5,58.2,60.5,58.1
27/09/2021,58.5,62.5,62.9,58.5
24/09/2021,62.5,63.3,63.5,62.5
22/09/2021,63.4,63.3,63.6,62.6
21/09/2021,63.7,63.1,64.1,62.3
20/09/2021,64.1,65.3,65.3,63.7
17/09/2021,63.5,62.9,66,62.7
16/09/2021,62.8,62.5,63.4,62.4
15/09/2021,62.5,62,63.4,61.3
14/09/2021,62.6,63.5,63.5,62.5
13/09/2021,63.6,63.6,63.9,62.5
10/09/2021,64,63.5,65.3,63.4
09/09/2021,63.5,63,63.5,62.1
08/09/2021,63.2,65,65,62.3
07/09/2021,64.3,61.5,65.5,61.5
06/09/2021,61.3,61,61.4,59.8
01/09/2021,60.2,60,60.8,59.2
31/08/2021,60.2,61.3,61.5,59.5
30/08/2021,60.9,61,61,59.5
27/08/2021,59.8,57.9,59.9,57.3
26/08/2021,58.6,59.8,60.4,58
25/08/2021,59.8,58.2,60,57.8
23/08/2021,62.2,62.1,63.9,60.6
20/08/2021,62.1,63.3,64.3,60.1
19/08/2021,63.9,63.1,64.2,62.5
18/08/2021,63.1,61.8,64.4,61.2
17/08/2021,61.9,60.9,63,60.6
16/08/2021,60.9,58.6,60.9,58.2
13/08/2021,57,55.4,57,55.2
12/08/2021,55.2,55.2,56.4,54.9
11/08/2021,55.1,57,57.2,55.1
10/08/2021,57,57.9,57.9,55.9
09/08/2021,57,53.8,57.4,53.6
06/08/2021,54.4,55.2,55.5,54.4
05/08/2021,55.8,53,55.8,52.7
04/08/2021,53.4,52.2,54,51.9
03/08/2021,51.5,49.8,51.5,49.3
02/08/2021,49.9,50,51.2,49.7
30/07/2021,49.8,48,50.2,48
29/07/2021,47.75,47.2,47.9,46.9
28/07/2021,46.9,47,47.9,46.8
26/07/2021,46,46.45,47.2,45
23/07/2021,47.4,49,49.45,47.4
22/07/2021,49.5,48.7,49.95,48.7
21/07/2021,49,50.5,51.5,48.9
20/07/2021,50.4,48.5,50.5,45.2
19/07/2021,48.5,51,52,48.5
16/07/2021,52.1,53.2,53.9,52
15/07/2021,53,51,53,51
14/07/2021,51,52,53.2,50.9
13/07/2021,52.7,53,53,51.2
12/07/2021,51.5,54,55,51.2
09/07/2021,55,53.7,56.6,53.3
08/07/2021,54.3,56,56.5,53.8
07/07/2021,55.9,55,56.5,52.3
06/07/2021,54.9,58.5,59.5,54.9
05/07/2021,59,59.4,60,57
02/07/2021,58.2,55.2,58.2,54.9
01/07/2021,54.4,52.7,54.9,52.3
30/06/2021,52.2,52.7,52.7,52
28/06/2021,53.1,53.6,53.9,52.8
25/06/2021,53.2,51.3,53.5,51.1
24/06/2021,51.3,51.4,52.5,51.1
23/06/2021,52,52.6,53.3,51.9
22/06/2021,52.5,54,54,52.5
21/06/2021,53.2,54.2,55,52.6
18/06/2021,52.5,52.5,52.5,52.5
17/06/2021,98.3,95.1,101,95.1
16/06/2021,98.5,100,101,96.5
15/06/2021,102,98.6,104.7,96.5
14/06/2021,98,91.8,98.2,91.8
11/06/2021,91.8,90.4,92.5,89.5
10/06/2021,90.4,85.5,90.4,85
09/06/2021,84.5,82.4,85,79.5
08/06/2021,79.5,82,85,79
07/06/2021,81,84,85,79.1
04/06/2021,85,84.6,85.8,83.5
03/06/2021,84,81,85,80.6
02/06/2021,79.7,77.6,79.7,77.2
31/05/2021,79.5,75.3,79.6,75.3
28/05/2021,74.5,73.8,74.9,72.5
27/05/2021,73.3,75.2,75.2,73
26/05/2021,75.2,74.3,75.9,74.3
25/05/2021,74.3,72.9,74.5,72.6
24/05/2021,73,73.8,74,72.3
21/05/2021,73.7,75,76.8,73
20/05/2021,73.9,72.9,76.5,72.5
19/05/2021,73,71.6,73.8,70.8
18/05/2021,72,72.2,73.6,71.4
17/05/2021,73,74,74.7,72.1
14/05/2021,73.3,70.3,74.2,69.2
13/05/2021,69.4,70.6,71.8,69.4
12/05/2021,71,67.8,71,67.8
11/05/2021,68.2,70,71,68.2
10/05/2021,68.2,63.1,68.2,62.8
07/05/2021,63.8,63.1,64.4,62.7
06/05/2021,63.8,64.2,64.9,63.4
05/05/2021,64,62.2,65.5,62
29/04/2021,62.1,63.5,63.5,61.8
28/04/2021,64,62.5,65.5,62.5
27/04/2021,62.3,61,62.5,60.8
26/04/2021,61,62.8,63,60.8
23/04/2021,62.2,60.8,63.1,60
22/04/2021,60.8,63.2,63.9,60.5
20/04/2021,63.3,65.4,65.4,62.3
19/04/2021,64.5,64.4,65.5,62.7
16/04/2021,64.4,65,66.6,63
15/04/2021,65.6,67.2,67.2,65.5
14/04/2021,67.2,65,67.2,64.5
13/04/2021,65.8,67.7,67.9,65.5
12/04/2021,67.6,68.9,69.1,67
09/04/2021,68.4,67,68.5,66.6
08/04/2021,67.5,69,69,66.5
07/04/2021,68.6,67.4,68.9,67
06/04/2021,67.4,66,67.7,66
05/04/2021,66.8,66.8,67.9,66.4
02/04/2021,66.3,68,68,66
31/03/2021,63.9,64.5,64.8,63.1
30/03/2021,64.8,64.5,65.1,63.8
29/03/2021,64.3,63.9,65.4,63.5
26/03/2021,63.9,61,63.9,59.6
25/03/2021,60.7,61.9,63,60.5
24/03/2021,61.6,63.9,64,60.7
23/03/2021,64.9,66,66,63
22/03/2021,66.5,67.4,68.2,65.5
19/03/2021,67.4,65,68.5,65
18/03/2021,64.7,61.3,65,61
17/03/2021,61,61,61.4,60.3
16/03/2021,61.3,61.8,62.5,60.5
15/03/2021,61,59,61.3,58.1
12/03/2021,58.8,59.2,60,58.6
11/03/2021,59.2,59,59.9,58.5
10/03/2021,57.4,53.7,57.4,53.5
09/03/2021,53.7,53.1,54,52.8
08/03/2021,53.6,53.9,54,53.1
05/03/2021,53,53.5,53.5,51.4
03/03/2021,54.5,54.5,55.3,54.3
02/03/2021,54.5,56,56,54.5
01/03/2021,55,54.3,55.4,53.8
26/02/2021,53.8,53,54.3,53
25/02/2021,54,54,54.8,53.3
24/02/2021,54,55.5,56.2,53.5
23/02/2021,55,55.4,55.8,54.4
22/02/2021,55,56.9,56.9,54
19/02/2021,55.8,55,56,54
18/02/2021,55,55.3,55.6,54.5
17/02/2021,55.5,54,55.5,53
09/02/2021,52.9,52.9,53.2,49.7
08/02/2021,51.4,51.4,54.6,50.5
05/02/2021,54.2,53,54.6,53
04/02/2021,53,54,54.7,52
03/02/2021,51.8,49.4,51.8,48.6
02/02/2021,48.5,46,49,46
01/02/2021,47.6,48.95,50.5,47.6
29/01/2021,49,45.65,51.8,45.65
27/01/2021,52.7,53.3,56.5,52.7
26/01/2021,56.6,59.8,59.8,56.1
25/01/2021,60.3,60,61.1,58.9
22/01/2021,61,61.8,61.8,60.5
21/01/2021,61.2,60.5,61.4,58.5
20/01/2021,59.5,60,60.6,57
19/01/2021,60.5,63.2,63.9,59.6
18/01/2021,64,63.4,65.3,62.5
15/01/2021,62.3,60.6,62.3,60.3
14/01/2021,60.5,59,61.2,59
13/01/2021,59,60.4,60.8,58.6
12/01/2021,60.4,58.4,60.9,57.5
11/01/2021,58.4,60.1,60.4,58
08/01/2021,60.4,61.7,63,59.5
07/01/2021,61.4,61.5,61.9,59
06/01/2021,61,64.4,64.4,60.5
05/01/2021,62.8,60.3,63.8,59.9
04/01/2021,60.3,58.9,61,58.9
31/12/2020,58.2,55.5,58.5,55.5
29/12/2020,54.8,54,55.9,53.3
28/12/2020,54,53,56,53
25/12/2020,52.7,51,54,50.5
24/12/2020,51.3,50.1,51.5,47.5
23/12/2020,50.4,51.9,51.9,50
22/12/2020,51.9,50,52,49.3
21/12/2020,50.2,48.5,50.2,47
18/12/2020,46.95,44.9,46.95,44
17/12/2020,43.9,44.8,45.15,43.9
16/12/2020,44.85,44.7,45.75,44.35
15/12/2020,44.7,45.5,46,44.5
14/12/2020,45.5,43.6,45.9,43.6
11/12/2020,43.6,43,43.7,42.75
10/12/2020,43,44,45,43
09/12/2020,43.95,45,45.3,43.95
08/12/2020,44.7,43.8,45.3,43.7
07/12/2020,43.8,43.8,44.3,43.4
04/12/2020,43.65,43.8,44.4,43.65
03/12/2020,44.2,44.2,44.8,43.2
01/12/2020,42.3,41.3,42.5,40.85
30/11/2020,41.7,42.7,42.8,41.7
27/11/2020,42.7,41.9,42.8,41.5
26/11/2020,41.7,41.6,42,40.95
25/11/2020,41.7,41.7,42.95,41.5
24/11/2020,42,41.2,42.1,40.8
23/11/2020,41.15,40.7,41.85,40.65
20/11/2020,40.7,41,41.6,40.5
19/11/2020,40.8,43,43,40.5
18/11/2020,43.05,42.9,43.7,42.7
17/11/2020,42.9,42.3,43,42.2
16/11/2020,42.3,42.5,43.4,42
13/11/2020,42.1,42.6,42.7,41.8
12/11/2020,42.5,41.3,43,41.3
11/11/2020,41.4,41,42,40.9
10/11/2020,40.5,39.3,41.3,38.7
09/11/2020,38.6,38.5,38.9,38.35
06/11/2020,38.6,39.3,39.3,38
05/11/2020,38.9,38.9,39.45,38.5
03/11/2020,38.05,38.9,39.1,37.85
02/11/2020,38.5,37.15,38.8,37
30/10/2020,36.9,35.8,37.2,35.8
29/10/2020,35.8,36,36.7,35
28/10/2020,34.65,34.2,35.8,34.05
27/10/2020,34.65,36,36.4,34.2
26/10/2020,35.8,38.5,38.5,35.8
23/10/2020,38.35,39.6,39.65,38.3
22/10/2020,38.5,37.05,38.5,35.6
21/10/2020,37.2,39,39.9,37.2
20/10/2020,40,38.7,40,38.5
19/10/2020,38.5,40,40.5,38.5
16/10/2020,40.3,40.5,41.85,39.1
15/10/2020,39.15,36.9,39.15,36.7
14/10/2020,36.6,34.3,36.7,34.05
13/10/2020,34.3,35,35.2,34.3
12/10/2020,35,34.5,35.5,34
09/10/2020,34,32.5,34,32.4
08/10/2020,32.5,31.7,32.55,31.6
06/10/2020,32,32.2,32.45,31.3
05/10/2020,32.2,32.8,32.8,31.9
02/10/2020,31.5,31,31.7,30.2
01/10/2020,30.8,29.2,30.8,29.2
30/09/2020,28.8,28.5,29,28.2
29/09/2020,28.6,28.8,29.35,28.6
28/09/2020,28.8,28.4,28.8,28.25
25/09/2020,28.3,28.3,28.6,27.8
24/09/2020,28.3,29,29.15,28.15
23/09/2020,29.3,29.5,29.7,29.2
22/09/2020,29.4,29.35,29.55,29.1
21/09/2020,29.6,29.2,29.8,29.2
18/09/2020,29.3,28.4,29.5,28.2
17/09/2020,28.4,28.65,28.65,27.8
16/09/2020,28.65,28.25,28.8,28.1
15/09/2020,28.2,28.2,28.9,27.8
14/09/2020,28,27.8,28.2,27.8
11/09/2020,27.8,27.8,28.1,27.5
10/09/2020,27.8,28.5,28.5,27.6
08/09/2020,27.4,26.65,27.4,26.5
07/09/2020,26.5,28,28.45,26.5
04/09/2020,27.8,26.2,28.4,25.95
03/09/2020,26.7,26.1,26.75,25.95
01/09/2020,25.95,25.3,26.35,25.3
31/08/2020,25.2,25.6,26.4,25.2
28/08/2020,25.5,25.95,26.5,25.5
27/08/2020,26.05,24.4,26.05,24.35
26/08/2020,24.35,23.25,24.7,23
25/08/2020,23.3,23.6,23.8,23.3
24/08/2020,23.6,23.7,23.7,23.3
21/08/2020,23.1,22.15,23.25,22.15
20/08/2020,22.15,22.05,22.45,21.9
19/08/2020,22.25,21.45,22.3,21.4
18/08/2020,21.6,21.7,21.95,21.35
17/08/2020,21.7,21.7,22.15,21.45
14/08/2020,22.05,22.45,22.6,21.8
13/08/2020,22.4,22.3,22.8,22.2
12/08/2020,22.3,22,22.45,21.8
10/08/2020,21.4,21.4,21.65,21.35
07/08/2020,21.4,21.35,21.5,21.2
06/08/2020,21.35,21.6,21.8,21.25
05/08/2020,21.55,21.5,21.7,21
04/08/2020,21.4,21.2,21.75,21.2
03/08/2020,20.95,20.45,20.95,20.1
31/07/2020,20.05,19.9,20.7,19.9
30/07/2020,20.45,20.8,21.25,20.45
29/07/2020,20.45,20.3,20.8,19.75
28/07/2020,21,20,21,19.9
27/07/2020,20,20.3,20.95,20
24/07/2020,21.5,22.5,22.5,20.95
23/07/2020,22.5,22.35,22.6,21.95
22/07/2020,22.6,23.5,23.5,22.5
21/07/2020,23.2,23.5,23.5,22.7
20/07/2020,23.35,23.35,23.6,23
17/07/2020,23.15,23.4,23.4,23
16/07/2020,23.35,23.9,23.9,23.15
15/07/2020,24.9,25.4,25.45,24.8
13/07/2020,24.75,25,25,24.6
10/07/2020,24.8,24.15,25.4,24.15
09/07/2020,24.15,23.9,24.5,23.85
08/07/2020,23.7,22.9,23.75,22.7
07/07/2020,22.9,23.4,23.6,22.9
06/07/2020,22.85,22.9,22.9,22.4
03/07/2020,22.35,22.5,22.5,22.05
02/07/2020,22.2,22.45,22.8,22.1
01/07/2020,21.9,20.5,21.9,20.5
30/06/2020,20.5,21.7,21.8,20.35
29/06/2020,21,21.95,22.45,20.95
26/06/2020,22.45,22.85,23.4,21.9
25/06/2020,22.85,22.5,23.2,22.35
24/06/2020,23,23.85,24.4,22.5
23/06/2020,23.85,23.3,24.25,23
22/06/2020,22.9,23,23.45,22.8
19/06/2020,22.8,21.9,22.85,21.9
18/06/2020,21.85,22.2,22.25,21.7
17/06/2020,22.2,22.3,22.6,21.7
15/06/2020,21.5,23.1,23.1,21.5
12/06/2020,23.1,21.95,23.1,21.9
11/06/2020,23.5,25.3,25.55,23.5
10/06/2020,25.25,24.7,25.4,24.35
09/06/2020,24.85,25.5,25.6,24.7
08/06/2020,25.6,25.8,26.1,25.2
05/06/2020,25.2,25.4,25.4,24.8
04/06/2020,25.2,23.75,25.3,23.75
03/06/2020,23.65,23.55,24.15,23.4
02/06/2020,23.8,23.8,24.55,23.75
01/06/2020,23.55,23,23.6,22.9
29/05/2020,22.8,23.15,23.4,22.65
28/05/2020,23.35,23.3,23.5,22.85
27/05/2020,23,24.3,24.45,23
26/05/2020,24,23.4,24.5,23.4
25/05/2020,23.4,23.2,23.7,22.9
22/05/2020,23.2,23.4,23.85,22.8
21/05/2020,23.3,23.9,24.25,22.8
20/05/2020,24.05,23.6,24.3,23.6
18/05/2020,24,23,24.3,22.8
15/05/2020,23.05,22.7,23.9,22.65
14/05/2020,22.7,21.3,23.3,21.2
13/05/2020,21.8,21.65,22.4,21
12/05/2020,22.45,22.45,22.45,21.9
11/05/2020,21,21,21,20.1
08/05/2020,19.65,19.05,20.3,19.05
07/05/2020,19,18.4,19,18.35
06/05/2020,18.4,18.5,18.6,18.3
05/05/2020,18.5,18.2,18.5,17.8
04/05/2020,17.75,17.5,18.6,17.4
29/04/2020,17.6,17.6,17.7,17.4
28/04/2020,17.7,17.6,17.7,17.35
27/04/2020,17.65,18.4,18.5,17.5
24/04/2020,18.4,18.5,18.55,18.3
23/04/2020,18.8,18.8,19.1,18.3
22/04/2020,18.3,17,18.6,17
21/04/2020,17.8,18.5,18.8,17.8
20/04/2020,19.1,19.8,19.9,18.6
16/04/2020,18.7,18.3,19.2,18.1
15/04/2020,18.3,17.8,18.7,17.8
14/04/2020,17.5,18,18,17.05
13/04/2020,18,18.05,18.7,17.8
10/04/2020,17.6,17.6,17.6,17.3
09/04/2020,16.45,15.4,16.45,15.4
08/04/2020,15.4,15.5,15.6,15.1
07/04/2020,15.7,15.85,15.85,15
06/04/2020,15.85,15.5,15.85,15.4
03/04/2020,15,14.75,15.4,14.75
01/04/2020,14.5,14.2,14.9,14.2
31/03/2020,14.2,14.8,15,14.2
30/03/2020,14.8,15.5,15.55,14.8
27/03/2020,15.9,16,16,15.4
26/03/2020,15.9,16.05,16.05,15.7
25/03/2020,16.05,16,16.3,16
24/03/2020,16,16.9,16.9,15.8
23/03/2020,16.9,18,18,16.9
20/03/2020,18.15,17.9,18.65,17.9
18/03/2020,18.9,19,19.3,18.65
17/03/2020,19.3,19.3,19.8,17.95
16/03/2020,19.3,19.65,19.65,19.3
13/03/2020,20.7,20.7,22,20.7
12/03/2020,22.25,22.25,23.1,22.25
11/03/2020,23.9,24.5,24.5,23.75
10/03/2020,25.5,24.1,25.9,24.1
09/03/2020,25.5,25,25.9,24.75
06/03/2020,26.6,26.4,26.6,26.15
05/03/2020,26.4,26.45,26.8,26
04/03/2020,26,26.4,26.4,26
03/03/2020,26,26.5,26.5,26
02/03/2020,26,26,27,26
28/02/2020,26,26.1,26.1,26
27/02/2020,26.9,26.5,26.9,26
26/02/2020,26.5,27.5,27.5,25.6
25/02/2020,27.5,27,27.5,26.65
24/02/2020,27.2,27.2,27.75,26.6
21/02/2020,28,28,28.35,27.65
19/02/2020,28.1,28.3,28.3,27.35
18/02/2020,28.3,28.05,28.3,27.5
17/02/2020,28,27.95,28.5,27.6
14/02/2020,28.15,27.8,28.9,27.8
13/02/2020,27.65,27,27.65,27
12/02/2020,27.35,26.5,27.4,26.45
11/02/2020,26.5,26.4,26.8,26
10/02/2020,26.4,27,27,26.15
07/02/2020,26.5,26.6,27.75,25
06/02/2020,26.8,26.8,27,25.9
05/02/2020,26.65,26.2,27.3,25.5
04/02/2020,26.8,26,27,26
03/02/2020,26.8,26.8,26.8,25
31/01/2020,26.8,28,28,26.6
30/01/2020,27,30,30,27
22/01/2020,28.6,29.45,29.45,28.6
21/01/2020,28.9,28.5,29,28.5
20/01/2020,28.55,29,29,28.55
17/01/2020,28.8,28.5,29.45,28.5
15/01/2020,29,28.5,29.85,28.5
14/01/2020,29,29,29,28.5
13/01/2020,29,28.2,29.4,28.2
10/01/2020,28.8,28.6,28.9,28.1
09/01/2020,28.9,29,29,28.6
08/01/2020,28.6,28,28.6,28
07/01/2020,28.6,29.4,29.4,28.6
06/01/2020,28.6,28,29.3,28
03/01/2020,29,29,29,28.5
02/01/2020,29,29,29,28.6
31/12/2019,29.5,29.5,29.5,28.9
30/12/2019,29.5,29.5,29.5,29.35
27/12/2019,29.8,29.4,29.8,29.3
26/12/2019,29.5,29,29.8,29
25/12/2019,29.8,29.9,29.95,29.25
24/12/2019,29.5,30,31.55,29
23/12/2019,29.5,30,30,29.25
20/12/2019,30,29.5,30.3,29.2
19/12/2019,30,29.6,30.5,29.6
17/12/2019,30.85,31.2,31.2,30.6
16/12/2019,31.4,31.5,31.5,31.3
13/12/2019,31.7,31.3,31.95,31.2
12/12/2019,31.9,32.3,32.3,31.4
11/12/2019,31.5,32,32.2,31.35
10/12/2019,31.8,31.9,31.9,31.6
09/12/2019,32.45,32.45,32.5,31.7
06/12/2019,31.5,32.6,32.6,31
05/12/2019,32.6,32.7,33,32.6
04/12/2019,33.35,33.5,33.5,32.5
03/12/2019,33.2,33,33.4,32.7
02/12/2019,33.4,33.7,33.7,33.2
29/11/2019,33.7,33.45,34,33.1
28/11/2019,33.4,33.1,34,33.1
27/11/2019,33,33,33.5,33
26/11/2019,33.1,33,34,33
25/11/2019,33.1,33.6,35.6,33.1
22/11/2019,33.4,33.4,33.9,33.4
21/11/2019,33.5,33,34,33
19/11/2019,34,34,34,33.6
18/11/2019,33.95,33.6,33.95,33.6
15/11/2019,33.55,34,34,33.45
14/11/2019,34,33.9,34.9,33.9
13/11/2019,33.95,33.9,34.35,33.35
12/11/2019,34.05,34,34.2,34
11/11/2019,34,34.2,34.25,34
08/11/2019,34.25,34.65,34.8,34.2
07/11/2019,34.05,34,34.5,34
06/11/2019,34.5,34.6,34.6,34
05/11/2019,34.9,35.2,35.2,34.4
04/11/2019,34.5,35,35,34.5
01/11/2019,35,35,35,34.3
31/10/2019,35,35,35,34.8
30/10/2019,35,34.5,35,34
29/10/2019,34.2,35.2,35.2,34.1
28/10/2019,34.8,34.2,35.7,34.2
25/10/2019,34.9,35.1,35.1,34.3
24/10/2019,35,34.7,35,34.7
22/10/2019,34.4,34,34.4,34
21/10/2019,34.3,34.5,34.5,34.1
18/10/2019,34.5,35,35,34.5
17/10/2019,35.1,34.6,35.1,34.5
16/10/2019,35,35,35.3,34.7
15/10/2019,34.9,34.8,35.2,34.3
14/10/2019,34.8,34.8,35,33.3
11/10/2019,34.8,35,35,34
10/10/2019,34.3,34.5,34.6,34.3
09/10/2019,34.3,33.7,34.9,33.7
08/10/2019,34.7,33.6,34.7,33.6
07/10/2019,33.6,35.5,34.8,33.6
04/10/2019,34.6,35.5,35.5,34.6
03/10/2019,35.5,35.6,36,35.5
02/10/2019,36,35,36.2,34.9
01/10/2019,35,34.25,35,34.25
30/09/2019,34.25,35.5,35.55,34.25
27/09/2019,35,35.8,35.8,35
26/09/2019,35.8,35.8,36.4,35.4
24/09/2019,35.35,34.6,35.35,34.6
23/09/2019,35.4,35.6,35.6,34.7
20/09/2019,35,34.8,35.3,33.5
19/09/2019,34.5,33.1,34.5,32.7
18/09/2019,33.1,33.3,33.6,33.1
17/09/2019,33.45,33.3,33.5,33.1
16/09/2019,33.3,33.2,33.4,32.2
13/09/2019,32.8,32.85,32.85,32
12/09/2019,32.3,31.8,32.5,31.8
11/09/2019,32.4,31.9,32.4,31.8
10/09/2019,31.9,32.45,32.5,31.75
09/09/2019,31.8,32.5,32.5,31.8
06/09/2019,32.3,32.5,32.7,31.8
05/09/2019,31.9,32.2,32.2,31.8
04/09/2019,32,31.6,32.6,31.35
03/09/2019,31.25,32.7,32.8,31.25
30/08/2019,32.8,32.4,32.9,31.5
29/08/2019,32.8,32.4,32.9,32.1
28/08/2019,32.4,32.6,33,32.3
26/08/2019,33.55,33.5,34,33
23/08/2019,34.2,34.7,35,34.2
22/08/2019,35.5,34.6,35.8,34.6
21/08/2019,35,35.4,35.9,34.55
20/08/2019,35.4,34.9,35.8,34.8
19/08/2019,36.1,37.2,37.2,35.9
16/08/2019,36,34.9,36.35,34.4
15/08/2019,34.4,33.5,34.4,33
14/08/2019,33.5,33.5,33.7,32.5
13/08/2019,33.6,33.6,33.8,33.5
12/08/2019,33.5,33.2,33.5,33
09/08/2019,33.6,33.3,35.85,33.3
08/08/2019,33.6,33.4,33.6,32.7
07/08/2019,33.2,33.5,33.5,32.6
06/08/2019,32.7,32,33,32
05/08/2019,33.2,32.6,33.5,32.6
02/08/2019,33.2,33.3,33.3,32.7
01/08/2019,33.3,33.2,33.6,33.2
31/07/2019,33.6,32.3,33.6,32.3
29/07/2019,33.5,33.4,33.5,32.9
26/07/2019,33.5,33.5,33.7,33.2
25/07/2019,33.7,33.5,33.8,33.4
24/07/2019,33.9,33.9,34,33.5
23/07/2019,33.9,33.6,33.9,33
22/07/2019,33.8,33.9,34.2,33.5
19/07/2019,33.9,34.3,34.3,33
18/07/2019,33.5,34.3,34.3,33.2
17/07/2019,33.7,33.5,34.15,33.4
16/07/2019,33.5,33.2,33.65,33.2
15/07/2019,33.2,32.5,33.7,33
12/07/2019,33.3,32.5,33.7,32.4
11/07/2019,32.3,32.2,32.4,31.15
10/07/2019,31.7,32.05,32.05,31.1
09/07/2019,32,32.3,32.3,31.5
08/07/2019,32.3,32,32.35,31.7
05/07/2019,31.7,31.9,31.9,31.35
04/07/2019,31.35,30.8,31.35,30.8
03/07/2019,30.8,30.8,31.4,30.7
01/07/2019,30.45,30.45,31.6,30.2
28/06/2019,30.2,30.2,30.9,30.2
27/06/2019,30.8,30.8,31.4,30.2
26/06/2019,30.7,30.7,32.3,30.7
25/06/2019,32,32.3,32.5,31.7
24/06/2019,32.5,32.2,32.6,32.1
21/06/2019,32.7,32.7,33,32.4
20/06/2019,32.7,32.6,32.7,32.5
19/06/2019,32.9,32.9,33.2,32.5
18/06/2019,32.9,32.9,33.2,32.5
17/06/2019,32.8,32.6,33.2,32.2
14/06/2019,32.6,32.6,33,32.6
13/06/2019,32.6,31.5,32.8,31.5
12/06/2019,31.8,32,32.1,31.8
11/06/2019,32.5,32.5,33.1,32.4
10/06/2019,32.1,31,32.1,31
07/06/2019,30.65,30.65,31.1,30.2
06/06/2019,30.5,31,31,30.3
05/06/2019,30.85,30.7,31.3,30.4
03/06/2019,30.5,30,30.6,30
31/05/2019,30.3,30.45,30.5,30.3
30/05/2019,30.4,30.4,30.45,30.1
29/05/2019,30.4,30.6,30.6,30.4
28/05/2019,30.5,30.5,30.85,30.1
27/05/2019,30.5,31.1,31.7,30.5
24/05/2019,31.1,31.25,31.85,31
23/05/2019,31.6,31.05,31.6,31.05
22/05/2019,31.3,31.3,31.6,31.25
21/05/2019,31.6,31.6,31.95,31.6
20/05/2019,31.6,31,31.6,30.7
17/05/2019,30.9,31,31.25,30.85
16/05/2019,30.85,31.9,31.9,30.8
15/05/2019,31.9,31.95,32.5,31.8
14/05/2019,31.95,31.3,32,31.3
13/05/2019,31.9,32.05,32.05,31.7
10/05/2019,32.4,30.85,32.5,30.85
09/05/2019,30.85,29.7,31,29.7
08/05/2019,29.7,31.5,31.5,29.55
06/05/2019,33.3,34.5,34.5,33.3
03/05/2019,34.8,35.3,35.3,34.1
02/05/2019,35.2,36.1,36.1,35
26/04/2019,35.3,35.25,35.7,35
25/04/2019,35.3,35.4,35.5,35
24/04/2019,35.3,36.6,36.6,35.3
23/04/2019,35.7,36.55,36.55,35.5
22/04/2019,35.7,36.7,36.7,35.55
19/04/2019,36,35.6,36.7,35.4
18/04/2019,35.6,35.1,36.8,35.1
17/04/2019,35.35,35.9,35.9,35.15
16/04/2019,35.7,36,36,35
12/04/2019,36.3,37.2,37.2,36.3
11/04/2019,37,37.6,37.9,36.9
10/04/2019,37.6,37.65,38.4,37.6
09/04/2019,38.7,38.9,39.1,38
08/04/2019,38.9,37.75,38.9,37.65
05/04/2019,37.65,37.6,38,37.5
04/04/2019,38,38,38.2,37.4
02/04/2019,38,39.2,39.2,37.6
01/04/2019,38,37.7,38,37
29/03/2019,37.8,38.3,38.3,37.8
28/03/2019,38.3,38.3,38.5,38.2
27/03/2019,38.5,38.2,38.7,38.2
26/03/2019,38,38.45,38.5,37.9
25/03/2019,37.7,39,39,37.7
22/03/2019,39.8,40.4,40.4,39.5
21/03/2019,40.3,40.5,41,40.3
20/03/2019,40.5,41,41,40.1
19/03/2019,41,40.5,41,40.3
18/03/2019,40.5,41.9,41.9,40.4
15/03/2019,41,41.6,41.8,40.9
14/03/2019,41.9,42.15,42.4,41.9
13/03/2019,42.2,42.5,43.5,42
